enterprise_id,years,market_cap,enterprise_value,month_end_stock_price,net_cash_per_share,net_current_asset_value,net-net_working_capital,intrinsic_value:_projected_fcf,median_ps_value,peter_lynch_fair_value,graham_number,earnings_power_value_(epv),piotroski_f-score,beneish_m-score,scaled_net_operating_assets,sloan_ratio_%,highest_stock_price,lowest_stock_price,shares_buyback_ratio_%,buyback_yield_%,yoy_rev._per_sh._growth,yoy_eps_growth,shares_outstanding_(basic_average),shares_outstanding_(eop),beta,restated_filing_date,filing_date,earnings_release_date,number_of_shareholders,number_of_employees,forex_rate
31,2014,32819.072,32753.975,20.52,-32.15,0,-31.84,14.97,22.54,12.3,9.25,10.12,5,-2.34,0.108,14.22,21.6,13.66,-0.83,0,4.87,13.59,1593.53,1599.37,1.47,07/29/16,07/31/14,04/22/14,422314,68165,60.948
31,2015,49210.95,51741.274,29.45,-33.42,0,-33.09,21.44,28.4,19.43,11.91,15.55,8,-2.46,0.173,18.56,31.72,19.78,-4.48,-3.16,15.16,20.1,1615.851,1671,1.56,07/31/17,07/31/15,,441457,76286,62.481
31,2016,51945.877,55625.938,30.82,-39.54,0,-39.15,22.66,33.74,25.06,12.83,18.13,5,-2.25,0.166,14.12,32.5,25.89,-0.87,0,10.61,6.67,1678.286,1685.46,1.06,07/25/18,07/29/16,04/22/16,479869,87555,66.891
31,2017,64251.42,71672.613,37.61,-47.71,0,-47.26,27.22,36.09,28.08,15.39,16.11,5,-2.54,0.199,14.77,37.61,29.59,-1.36,0,19.31,19.73,1696.222,1708.36,0.77,07/31/19,07/31/17,04/21/17,481983,84325,65.801
31,2018,85447.663,100750.9,49.39,-64.45,0,-63.93,29,44.39,33.89,18.61,12.03,5,-2.34,0.242,18.76,55.08,37.86,-1.27,0,22.44,26.61,1720.359,1730.06,0.82,07/31/20,07/25/18,04/21/18,532368,88253,65.046
31,2019,105228.698,117406.745,57.96,-64.67,0,-64.09,32.81,49.82,40.53,22.08,16.18,5,-2.09,0.204,11.85,57.96,43.09,-4.94,-3.23,6.29,11.43,1786.689,1815.54,0.36,07/28/21,07/31/19,04/20/19,618595,98061,69.49
31,2020,70295.65,80305.527,38.46,-72.92,0,-71.13,32.05,53.2,39.23,23.9,21.33,5,-1.12,0.185,14.03,65.66,29.96,-0.67,0,8.7,8.38,1822.934,1827.76,0.86,07/29/22,07/31/20,04/18/20,1349474,116971,74.548
31,2021,142762.367,148898.598,77.69,-78.49,0,-77.8,54.98,74.17,57.77,29.19,35.5,7,-2.98,0.167,10.71,83.75,34.59,-0.54,0,20.72,27.81,1833.196,1837.59,0.83,06/29/23,07/28/21,04/17/21,1375294,120093,72.82
31,2022,113369.118,121139.644,61.33,-89.61,0,-88.89,53.07,66.69,52.73,32.57,27.9,5,-2.46,0.165,14.72,78.85,54.48,-0.59,0,3.28,12.38,1844.371,1848.51,0.88,06/29/23,07/29/22,04/16/22,2151630,141579,76.19
31,2023,124000.2,134742.237,66.67,-101.96,0,-101.01,59.2,78.34,62.96,36.73,28.85,5,-2.19,0.167,17.13,71.44,50.7,-0.62,0,9.04,18.37,1855.207,1859.91,0.7,06/29/23,06/29/23,04/15/23,0,173222,82.267
