enterprise_id,years,market_cap,enterprise_value,month_end_stock_price,net_cash_per_share,net_current_asset_value,net-net_working_capital,intrinsic_value:_projected_fcf,median_ps_value,peter_lynch_fair_value,graham_number,earnings_power_value_(epv),piotroski_f-score,beneish_m-score,scaled_net_operating_assets,sloan_ratio_%,highest_stock_price,lowest_stock_price,shares_buyback_ratio_%,buyback_yield_%,yoy_rev._per_sh._growth,yoy_eps_growth,shares_outstanding_(basic_average),shares_outstanding_(eop),beta,restated_filing_date,filing_date,earnings_release_date,number_of_shareholders,number_of_employees,forex_rate
47,2013,37743.645,152658.645,19.12,-304.77,0,-281.11,69.5,24.85,0,3.38,-42.01,4,-2.24,0.234,-1.55,21.17,12.36,-2.44,0.6,-29.67,-101.63,1885.774,1974.04,2.18,03/02/15,02/26/13,01/18/13,84577,57061,1
47,2014,60991.123,138827.123,31.36,-316.18,0,-295.81,114.99,29.95,0,29.04,-15.83,8,-2.67,0.18,-0.91,31.62,19.58,1.48,1.13,22.5,6900,1905.824,1944.87,2.88,02/23/16,02/25/14,01/17/14,79140,55794,1
47,2015,75698.024,162643.024,38.8,-294.21,0,-278.47,129.67,31.69,0,32,-10.12,6,-2.6,0.182,4.7,39,28.47,-0.31,1.93,4.7,17.65,1924,1950.98,2.22,02/27/17,03/02/15,01/20/15,73376,55802,1
47,2016,61075.836,180919.836,31.81,-308.04,0,-294.22,117.14,32.25,0,44.51,-27.98,7,-2.54,0.234,3.88,40.54,31.01,1.59,4.54,3.39,81.25,1909,1920.02,1.55,02/27/18,02/23/16,01/19/16,68615,56218,1
47,2017,78267.28,220367.28,42.25,-341.35,0,-326.6,108.02,31.99,0,45.52,-43.15,4,-2.44,0.267,2.47,43.73,21.69,3.52,5.03,1.78,0.69,1849,1852.48,1.46,02/26/19,02/27/17,01/17/17,64798,55311,1
47,2018,93821.082,261105.082,52.47,-376.37,0,-357.56,91.1,37.13,0,52.06,-63.49,3,-2.25,0.29,2.7,53.85,40.69,3.48,4.57,13.57,5.14,1780,1788.09,1.64,02/27/20,02/27/18,01/18/18,61442,57633,1
47,2019,67398.26,224366.26,39.65,-388.5,0,-370,72.15,42.32,23.37,62.74,-59.09,8,-2.5,0.269,2.85,58.91,37.01,4.94,8.26,10.22,54.07,1708,1699.83,1.25,02/26/21,02/26/19,01/17/19,56561,60348,1
47,2020,81483.746,248817.746,51.12,-440.41,0,-419.57,104.64,46.5,31.26,68.36,-68.88,7,-2.61,0.282,0.2,51.12,39.1,6.23,7.31,9.71,9.73,1617,1593.97,1.29,02/24/22,02/27/20,01/16/20,54039,60431,1
47,2021,124013.259,300121.259,68.53,-462.11,0,-426.72,48.97,56.27,52.2,78.81,-38.6,5,-1.71,0.3,6.64,68.53,27.81,-13.53,1.52,18.53,24.47,1603,1809.62,1.55,02/24/23,02/26/21,01/20/21,52386,68000,1
47,2022,173962.097,339199.097,98.16,-503.9,0,-467.64,111.37,64.53,75.39,86.98,-39.09,7,-2.51,0.236,2.61,105.45,67.05,2.07,6.94,10.21,24.3,1785,1772.23,1.68,02/24/23,02/24/22,01/19/22,50502,75000,1
47,2023,142408.5,305717.5,85.02,-577.21,0,-547.27,85.52,64.44,51.25,75.73,-90.95,2,-2.55,0.214,2.46,108.73,72.9,5.49,7.63,-5.75,-23.41,1691,1675,1.38,02/24/23,02/24/23,01/17/23,48738,82000,1
