enterprise_id,years,market_cap,enterprise_value,month_end_stock_price,net_cash_per_share,net_current_asset_value,net-net_working_capital,intrinsic_value:_projected_fcf,median_ps_value,peter_lynch_fair_value,graham_number,earnings_power_value_(epv),piotroski_f-score,beneish_m-score,scaled_net_operating_assets,sloan_ratio_%,highest_stock_price,lowest_stock_price,shares_buyback_ratio_%,buyback_yield_%,yoy_rev._per_sh._growth,yoy_eps_growth,shares_outstanding_(basic_average),shares_outstanding_(eop),beta,restated_filing_date,filing_date,earnings_release_date,number_of_shareholders,number_of_employees,forex_rate
85,2008,99539.449,215052.449,30.19,-133.48,0,-130.46,38.1,39.21,23.61,16.16,-49.83,5,-2.22,0.338,13.23,37.47,29.49,2.37,5.57,11.48,-3.64,3348.5,3297.1,0.56,02/26/10,02/29/08,,91462,159800,1
85,2009,124929.754,448759.754,29.48,-244.28,0,-246.68,48.85,43.23,7.21,7.07,-106.27,1,-1.4,0.68,1.96,39.8,20.51,-28.53,-10.04,10.02,-70.59,3378.1,4237.78,0.31,02/25/11,02/27/09,,0,158900,1
85,2010,139770.954,340559.954,26.99,-179.98,0,-177.78,60.74,66.33,19.24,19.21,-51.45,7,-2.09,0.232,-7.09,31.38,8.12,-22.2,-15.57,54.29,150,4545.2,5178.62,1.4,02/28/12,02/26/10,01/20/10,207047,158900,1
85,2011,163078.057,331641.057,30.99,-179.2,0,-176.77,44.02,53.9,33.61,26.44,-43.09,8,-2.41,0.23,-0.22,33.88,23.25,-1.62,-0.79,-17.3,26.29,5226.8,5262.28,1.44,02/28/12,02/25/11,01/19/11,201714,272200,1
85,2012,145037.532,281881.532,27.56,-177.02,0,-174.74,58.58,48.54,42.29,31.21,0.07,6,-2.41,0.211,2.83,34.1,22.88,-0.01,0.77,-6.94,27.6,5278.1,5262.61,1.97,02/26/14,02/28/12,01/17/12,200518,264200,1
85,2013,180002.476,321963.476,34.18,-191.47,0,-189.53,73.18,43.12,51.68,37.71,3.22,8,-2.62,0.218,7.04,36.13,28.43,-0.07,1.01,5.9,19.15,5287.6,5266.31,1.16,02/25/15,02/27/13,01/11/13,195338,269200,1
85,2014,238675.064,406507.064,45.4,-205.71,0,-205.03,83.02,39.06,47.38,41.95,10.89,6,-2.7,0.226,7.73,45.54,34.66,0.17,1.31,-3.07,15.77,5287.3,5257.16,0.88,02/24/16,02/26/14,01/14/14,192141,264900,1
85,2015,283438.587,480357.587,54.82,-237.07,0,-236.14,79.22,39.24,40.02,46.46,17.8,4,-2.32,0.238,7.94,55.71,44.23,1.65,2.67,0.46,5.4,5237.2,5170.35,0.88,03/01/17,02/25/15,01/14/15,187008,264500,1
85,2016,276808.187,494920.187,54.36,-308.58,0,-308.33,84.36,41.01,35.98,48.28,19.74,4,-2.39,0.231,6.39,58.52,50.02,1.51,2.52,4.51,0.49,5136.5,5092.13,0.87,03/01/18,02/24/16,01/15/16,183833,264700,1
85,2017,276437.822,554909.822,55.11,-339.58,0,-339.04,81.18,44.03,30.16,48.43,11.8,3,-2.23,0.254,8.44,57.29,43.75,1.49,2.42,7.39,-3.16,5052.8,5016.11,0.97,02/27/19,03/01/17,01/13/17,179213,268800,1
85,2018,296774.585,346920.585,60.67,-311.94,0,-310.25,79.45,45.23,25.67,51.08,22.86,6,-2.38,0.12,0.86,61.61,49.58,2.48,2.93,1.96,2.76,4964.6,4891.62,1.04,02/27/20,03/01/18,01/12/18,173086,268000,1
85,2019,211104,304332,46.08,-274.27,0,-272.73,85.44,49.85,0,52.22,0,5,-2.65,0.136,-0.31,65.93,43.6,6.34,9.47,1.37,4.39,4799.7,4581.25,1.27,02/23/21,02/27/19,01/15/19,173797,261700,1
85,2020,222432.334,343869.334,53.8,-323.07,0,-322.43,77.87,55.45,0,52.92,0,5,-2.51,0.151,2.21,54.46,43.38,9.75,10.86,9.87,-4.44,4393.1,4134.43,1.17,02/22/22,02/27/20,01/14/20,293506,260000,1
85,2021,125066.222,108209.222,30.18,-309.66,0,-307.35,65.33,50.29,0,22.1,0,4,-2.41,0.076,-6.21,53.75,21.14,-0.23,2.27,-8.45,-89.49,4118,4144.01,1.28,02/21/23,02/23/21,01/15/21,273418,268531,1
85,2022,186440.684,148678.684,47.98,-347.16,0,-347.92,56.7,54.43,0,62.06,0,7,-2.6,0.066,2.09,52,29.7,6.23,7.76,6.67,1051.16,4061.9,3885.8,1.32,02/21/23,02/22/22,01/14/22,250783,247848,1
85,2023,158297.602,215966.602,41.29,-400.42,0,-400.19,70.87,54.66,0,47.93,0,4,-2.35,0.112,1.52,59.06,37.43,1.34,3.81,0.35,-36.57,3805.2,3833.8,1.19,02/21/23,02/21/23,01/13/23,231886,238000,1
